Geneid	gene_name	SRR3655795Aligned.sortedByCoord.out.bam	SRR3655801Aligned.sortedByCoord.out.bam	SRR3655791Aligned.sortedByCoord.out.bam	SRR3655798Aligned.sortedByCoord.out.bam	SRR3655797Aligned.sortedByCoord.out.bam	SRR3655799Aligned.sortedByCoord.out.bam	SRR3655793Aligned.sortedByCoord.out.bam	SRR3655800Aligned.sortedByCoord.out.bam	SRR3655802Aligned.sortedByCoord.out.bam	SRR3655792Aligned.sortedByCoord.out.bam	SRR3655794Aligned.sortedByCoord.out.bam	SRR3655796Aligned.sortedByCoord.out.bam
trnar-ccu_96	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_260	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_261	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnam-cau_262	NA	0	0	0	0	0	0	0	0	0	0	0	0
gna15.4	NA	0	2	0	0	0	0	1	0	2	0	1	0
si:ch211-207c7.2	NA	0	0	0	0	0	0	0	0	0	0	0	1
gna15.3	NA	0	0	0	0	0	0	0	0	1	0	0	0
gna15.2	NA	1	6	1	8	8	21	5	57	22	1	11	1
gna15.1	NA	37	41	18	60	60	48	44	134	110	46	90	62
LOC100332608	NA	107	223	58	253	253	210	119	508	589	151	352	246
cdc34a	NA	262	141	375	273	273	190	226	464	369	904	575	688
ap3d1	NA	3	3	1	10	10	0	1	17	6	4	7	5
hdgfrp2	NA	1	0	1	0	0	0	0	2	0	1	0	2
ubxn6	NA	19	22	21	13	13	20	18	48	56	65	55	34
chaf1a	NA	2	60	3	33	33	17	22	62	134	9	48	17
scamp4	NA	2	12	8	16	16	9	7	47	33	17	20	12
si:ch211-129c21.1	NA	14	41	14	22	22	23	13	80	97	30	36	38
camsap2a	NA	3	2	2	3	3	2	3	8	7	6	6	9
ddx59	NA	11	27	17	22	22	31	15	69	84	57	40	30
kif14	NA	2	18	0	9	9	10	0	27	38	1	0	9
LOC101884238	NA	0	2	0	0	0	3	0	0	1	2	0	0
nr5a2	NA	254	223	174	120	120	234	225	597	563	566	582	598
mir181a-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ptprc	NA	1070	1200	607	4627	4627	1005	1144	2381	3336	1601	3043	2393
nek7	NA	387	678	474	1085	1085	755	574	1839	1804	1162	1420	961
lhx9	NA	1	4	0	2	2	19	0	46	10	0	0	0
si:dkey-121a9.3	NA	24	20	5	28	28	29	9	113	39	12	19	43
dennd1b	NA	9	9	14	39	39	16	10	62	14	33	36	30
crb1	NA	0	0	0	0	0	0	0	0	0	0	0	0
aspm	NA	2	58	0	25	25	15	2	57	121	2	13	3
cfhl5	NA	0	81	0	140	140	63	4	161	164	0	12	0
cfhl4	NA	0	17	1	54	54	1513	7	3673	35	1	17	1
cfh	NA	41	750	87	2515	2515	2321	145	5881	1866	273	343	80
cfhl1	NA	3	4	0	17	17	90	0	226	14	1	3	0
cfhl2	NA	13	139	0	907	907	513	21	1112	399	0	78	19
LOC103909593	NA	0	0	0	0	0	0	0	0	2	0	0	0
cfhl3	NA	0	14	0	104	104	39	2	148	45	0	0	0
LOC110438261	NA	6	1	4	0	0	1	0	3	13	1	1	2
b3galt2	NA	5	13	5	9	9	10	5	32	23	9	10	12
glrx2	NA	11	28	16	27	27	9	8	39	46	36	31	13
uchl5	NA	36	199	44	147	147	109	67	309	426	156	191	79
rgs2	NA	8	31	7	717	717	49	10	138	97	36	28	46
si:ch211-117l17.5	NA	0	3	0	151	151	8	1	21	6	0	7	7
si:ch211-117l17.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-117l17.6	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101884430	NA	0	0	0	0	0	1	0	0	0	0	0	0
uts2d	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-6k16.1	NA	1	6	0	3	3	7	5	19	16	0	21	9
mir725	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883865	NA	0	2	0	257	257	1	0	0	5	0	0	0
p3h2	NA	3	6	0	6	6	10	5	15	13	0	4	12
wdr47b	NA	33	28	32	17	17	23	22	60	65	81	64	89
LOC101884340	NA	0	0	0	0	0	0	0	2	0	0	0	0
clcc1	NA	201	412	173	875	875	398	208	958	1098	447	517	509
mcoln2	NA	143	45	134	174	174	59	103	163	119	297	251	389
lpar3	NA	246	265	301	153	153	258	298	694	576	842	776	651
LOC108181130	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC794757	NA	0	0	0	0	0	0	0	0	0	0	0	0
vtg1	NA	230	51	124	1	1	23492	471	60596	141	276	1271	567
vtg5	NA	1	4	1	2	2	1782	5	4517	7	3	17	5
LOC110438277	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438278	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:rp71-23d18.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
vtg4	NA	4	2	1	0	0	202	9	616	0	4	26	10
vtg6	NA	0	1	0	0	0	97	0	283	1	1	0	1
vtg7	NA	0	0	0	0	0	6	0	2	0	0	0	0
vtg2	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-4c23.3	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886000	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438279	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100536326	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC793843	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438280	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam20cl	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnal4b	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-179j5.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC795984	NA	0	0	0	0	0	0	0	0	0	0	0	0
nptxrb	NA	1	0	0	0	0	1	0	3	2	0	1	1
polr3f	NA	22	30	21	44	44	51	0	114	98	41	0	42
dzank1	NA	0	0	0	0	0	0	0	0	0	0	0	0
csrp2bp	NA	1	1	3	3	3	2	3	5	3	4	9	4
pet117	NA	0	0	0	0	0	0	0	0	0	0	0	0
rrbp1b	NA	31	94	13	532	532	444	19	1051	275	50	52	103
LOC103909596	NA	1	0	1	0	0	0	0	0	0	0	0	0
LOC108181182	NA	0	1	0	1	1	0	0	0	0	0	1	0
si:dkeyp-20e4.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-226h8.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438301	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438281	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:172218	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-226h8.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-226h8.11	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-154a22.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:171717	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101884035	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-226h8.14	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-226h8.16	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-240e12.6	NA	0	0	0	0	0	0	1	0	0	0	0	0
LOC110438302	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch73-189n23.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-12h2.6	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438303	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438304	NA	0	0	0	0	0	0	0	0	0	0	0	0
aars2	NA	32	23	14	22	22	11	12	40	50	44	29	60
LOC100536819	NA	0	0	0	0	0	0	0	0	0	0	1	0
si:ch211-12h2.8	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100331460	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-98a7.1	NA	0	0	0	0	0	0	0	0	1	0	0	0
si:ch211-250e5.3	NA	0	0	13	0	0	0	1	3	0	27	3	0
si:dkeyp-98a7.5	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110437821	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100301575	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-98a7.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-98a7.7	NA	0	0	0	0	0	0	0	0	0	1	0	0
si:dkeyp-98a7.8	NA	0	0	2	0	0	0	0	0	0	6	0	0
LOC100331830	NA	0	0	5	0	0	0	0	1	0	3	0	0
LOC100331909	NA	0	0	1	0	0	0	0	0	0	1	3	0
si:ch211-250e5.16	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100535847	NA	0	0	0	0	0	0	0	0	0	0	0	0
vasna	NA	0	0	1	0	0	0	0	5	1	0	0	0
dnaja3b	NA	32	62	44	89	89	42	48	89	138	121	129	94
pdgfaa	NA	5	18	11	14	14	0	17	0	37	20	33	24
LOC103909601	NA	0	0	0	0	0	0	0	0	0	0	0	0
c3b.2	NA	1	21	0	191	191	375	2	918	62	2	1	3
c3b.1	NA	2	95	1	234	234	297	1	719	233	9	8	8
ccdc130	NA	3	7	10	14	14	11	3	30	13	24	15	16
LOC101886628	NA	0	0	0	0	0	0	0	0	0	0	0	0
wdr83	NA	8	15	8	14	14	14	7	39	51	21	35	26
sde2	NA	5	22	10	7	7	2	10	3	66	35	29	27
mrps28	NA	0	0	0	0	0	0	0	0	0	0	0	0
capn1b	NA	4	3	0	1	1	1	6	5	1	5	7	16
capn2b	NA	270	528	216	468	468	452	242	1196	1275	581	618	638
LOC103909602	NA	0	0	0	0	0	1	0	0	0	0	0	0
capn8	NA	2	20	4	0	0	0	1	0	77	11	2	3
zgc:92480	NA	1	10	2	0	0	0	1	1	27	3	3	6
zgc:194551	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100537407	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:194330	NA	0	0	0	0	0	0	0	0	0	0	0	0
glis2a	NA	2	7	10	28	28	30	8	85	20	10	20	18
im:7148385	NA	10	4	7	8	8	2	2	2	4	21	7	16
wu:fb80c09	NA	14	4	14	20	20	2	8	18	13	35	21	22
adcy9	NA	2919	819	1867	708	708	621	1907	1413	2048	4381	4822	6851
crebbpa	NA	74	106	67	88	88	91	68	212	238	172	132	182
slx4	NA	6	64	5	26	26	33	18	47	163	22	47	28
si:dkey-44g23.5	NA	8	28	0	0	0	0	2	0	46	0	12	12
gde1	NA	23	21	48	53	53	55	90	158	94	124	232	53
LOC108181183	NA	0	0	0	0	0	0	1	0	0	0	0	0
tmem186	NA	2	12	0	10	10	8	4	27	40	9	18	2
hmox2a	NA	14	44	47	27	27	36	46	61	115	85	98	34
cxcl12b	NA	82	62	46	250	250	92	37	267	143	77	111	186
LOC108181236	NA	4	2	1	0	0	4	0	3	9	6	2	5
si:dkey-246e1.3	NA	0	0	0	0	0	0	2	0	1	6	4	2
xpnpep1	NA	1795	772	2363	595	595	681	3167	1638	1896	6108	7960	4187
si:dkey-16m19.2	NA	17	54	7	120	120	121	12	288	147	26	29	29
LOC101884337	NA	0	1	0	0	0	0	0	1	0	0	0	0
LOC110438282	NA	1	2	4	14	14	18	6	42	3	5	10	0
si:dkey-208m12.2	NA	59	113	52	35	35	45	0	157	322	135	0	152
LOC103909614	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909615	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909616	NA	0	0	0	0	0	0	0	0	0	0	1	0
zgc:174710	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101884584	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438283	NA	0	2	0	0	0	0	0	0	6	0	0	1
LOC103909620	NA	0	0	0	0	0	0	0	0	0	0	1	0
LOC103909619	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909618	NA	0	0	0	0	0	1	0	0	2	0	0	0
LOC108181115	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438284	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101885358	NA	9	154	4	0	0	2	12	0	313	11	25	18
wu:fu71h07	NA	42	57	15	139	139	66	38	137	140	39	80	95
LOC108181104	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-222p3.1	NA	0	0	0	0	0	0	0	1	0	0	0	0
senp7b	NA	7	40	14	28	28	43	13	86	82	16	50	14
impg2b	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438285	NA	0	0	0	0	0	0	0	0	0	0	0	0
abi3bpb	NA	0	0	0	0	0	0	0	0	0	0	0	2
adgrg7.1	NA	0	2	0	0	0	129	0	305	5	0	0	0
jagn1b	NA	248	397	307	264	264	479	349	1194	938	742	818	664
col8a1b	NA	21	620	21	240	240	538	374	1299	1557	27	880	46
si:dkeyp-34c12.1	NA	0	1	0	0	0	0	0	0	1	1	0	1
mir217-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir216a-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir216b-1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tp53bp2b	NA	1	10	5	6	6	7	7	17	23	7	14	14
gtpbp2	NA	10	40	4	16	16	18	12	34	59	11	45	22
si:dkeyp-34c12.4	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101885772	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909625	NA	1	0	0	0	0	0	1	1	0	0	0	0
LOC792657	NA	0	0	0	0	0	0	0	0	0	0	0	0
pimr95	NA	3	0	0	0	0	0	0	0	0	0	2	4
LOC792857	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC792925	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC792997	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-205o12.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pimr100	NA	0	0	0	0	0	0	0	0	0	0	0	0
cbx6a	NA	2	3	1	0	0	1	1	4	3	11	6	3
pla2g6	NA	29	139	8	83	83	79	94	251	332	26	228	64
baiap2l2b	NA	0	0	0	0	0	1	0	1	1	1	1	0
pvalb7	NA	0	4	1	11	11	10	6	15	21	0	6	0
ncf4	NA	12	94	18	317	317	104	31	240	254	35	129	27
si:ch211-79m20.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
adra2a	NA	9	8	3	23	23	2	13	24	7	5	16	19
shoc2	NA	71	221	37	243	243	233	197	598	539	65	552	155
bbip1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pdcd4b	NA	1	2	2	1	1	0	6	2	1	13	8	5
rbm20	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108181189	NA	0	0	0	0	0	0	0	0	0	0	0	0
smc3	NA	7	11	5	21	21	8	14	27	28	12	25	21
dusp5	NA	1	12	1	10	10	9	1	11	21	6	1	3
si:dkey-286j15.3	NA	228	213	359	127	127	183	1	419	531	926	0	542
si:dkey-286j15.1	NA	72	39	92	32	32	57	0	139	104	209	0	222
LOC796214	NA	0	0	0	0	0	0	0	0	0	0	0	0
add3a	NA	1348	2585	920	2317	2317	3789	1285	9345	6509	2344	3086	3226
mxi1	NA	0	0	0	0	0	0	0	0	0	3	0	0
LOC101886822	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100535347	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-169i5.4	NA	0	0	0	3	3	1	1	1	0	0	1	1
LOC110438286	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886930	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909629	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886973	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110437713	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:171679	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-103k4.2	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108181106	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909633	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108181107	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101883412	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100534659	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103909634	NA	0	0	0	0	0	0	0	0	0	0	0	0
zmp:0000000606	NA	0	4	19	14	14	0	0	4	15	41	2	0
LOC101882351	NA	411	828	453	174	174	604	577	1450	2078	1083	1499	868
LOC101882639	NA	0	0	1	0	0	0	0	0	0	3	0	0
LOC101883469	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC101882696	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-3k20.1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-49n23.1	NA	9	22	14	49	49	22	2	36	58	31	1	22
ssuh2.1	NA	6	5	10	5	5	14	7	30	18	26	22	18
ssuh2.2	NA	4	21	4	109	109	20	3	55	47	26	1	13
ssuh2.3	NA	2	15	8	929	929	40	1	107	46	12	6	4
ssuh2.4	NA	3	24	3	75	75	48	8	137	75	19	9	10
zmp:0000000735	NA	0	0	0	0	0	0	0	0	0	0	0	0
rpl32	NA	1	0	1	0	0	0	1	0	0	0	1	0
cand2	NA	0	0	0	0	0	0	0	0	0	0	0	0
sec13	NA	0	0	0	0	0	0	0	0	0	0	0	0
grip2b	NA	5	1	15	5	5	8	2	9	9	35	8	9
slc6a6b	NA	1452	1106	2345	934	934	1651	2928	4099	2690	6145	7285	3509
lsm3	NA	138	316	117	165	165	185	151	489	799	343	445	377
LOC108181108	NA	2	0	0	0	0	0	2	0	0	4	4	6
LOC108179354	NA	1	6	1	94	94	4	2	4	11	1	4	1
dock3	NA	12	14	13	4	4	5	9	22	31	22	15	20
manf	NA	0	0	0	0	0	0	0	0	0	0	0	0
rbm15b	NA	0	0	0	0	0	0	0	0	0	0	0	0
pcbp4	NA	0	6	2	21	21	15	1	32	13	13	2	6
dag1	NA	303	595	311	854	854	843	543	2111	1635	845	1351	798
nicn1	NA	0	0	0	0	0	1	0	0	0	0	0	0
LOC100331190	NA	4	21	4	4	4	13	4	22	60	8	4	9
rnf123	NA	13	12	13	17	17	19	11	42	27	39	31	36
amigo3	NA	15	4	7	5	5	7	0	10	3	18	6	30
terf2ip	NA	180	237	168	151	151	214	168	378	501	461	424	396
si:ch1073-214b20.2	NA	77	130	16	80	80	88	22	232	309	35	65	199
si:ch73-304f21.1	NA	1	0	1	13	13	5	0	13	1	15	3	10
hykk.1	NA	0	0	0	15	15	1	0	5	0	0	0	0
atpv0e2	NA	22	12	8	51	51	26	11	66	45	37	46	48
hoga1	NA	252	44	73	39	39	188	215	434	139	203	566	613
lcor	NA	126	63	102	102	102	187	98	453	159	314	323	293
slit1b	NA	1	1	3	2	2	5	3	10	4	0	5	3
arhgap19	NA	6	73	3	68	68	46	11	101	144	1	43	12
kcnip2	NA	3	1	1	0	0	3	7	0	3	9	12	9
zgc:63733	NA	123	185	154	322	322	217	169	554	438	333	377	309
si:ch73-173h19.3	NA	676	1632	666	2203	2203	2053	966	4917	4009	1816	2575	1760
srfa	NA	159	166	71	403	403	234	129	598	450	190	387	391
rnf13	NA	113	152	150	168	168	234	133	609	383	389	390	280
pfn2	NA	21833	21181	20241	11405	11405	11305	21153	29339	53175	51482	52989	53363
tsc22d2	NA	403	360	339	630	630	426	319	1072	935	892	767	1004
rubcn	NA	358	403	772	301	301	360	689	873	1018	1928	1631	887
LOC100334841	NA	0	1	2	0	0	1	0	0	0	0	1	0
LOC103909640	NA	2	0	0	0	0	0	0	0	2	1	2	0
LOC103909641	NA	26	0	0	7	7	0	8	3	1	11	13	81
si:ch211-276k2.1	NA	42	62	25	361	361	97	23	288	121	39	59	94
si:ch211-276k2.2	NA	11	57	24	110	110	63	77	162	133	40	187	40
tctex1d2	NA	16	34	12	24	24	0	12	0	80	20	54	31
nmur1a	NA	0	1	0	0	0	0	0	1	0	0	0	0
hykk.2	NA	322	60	164	17	17	95	191	262	133	468	485	835
LOC101883681	NA	0	0	0	0	0	0	0	0	0	0	0	0
ephb3b	NA	16	46	12	110	110	91	13	208	163	38	33	43
ephb3	NA	9	31	7	70	70	54	7	122	64	25	14	15
LOC103909642	NA	0	1	3	1	1	0	0	3	2	0	2	1
LOC564731	NA	108	42	126	67	67	68	102	192	102	289	259	264
polr2h	NA	72	121	48	104	104	78	68	192	277	87	207	165
armc9	NA	17	75	21	53	53	70	16	199	135	55	51	45
b3gnt7	NA	108	1182	60	752	752	2538	156	6222	2927	197	381	273
ncl	NA	6301	4857	5082	5155	5155	4813	4862	12154	12115	12724	12545	15375
trim35-34	NA	5	22	2	11	11	5	8	7	59	4	24	3
trim35-33	NA	29	109	13	33	33	18	27	56	257	30	72	80
LOC100002570	NA	4	45	23	57	57	37	18	74	100	49	65	17
si:ch1073-324l1.1	NA	30	51	13	39	39	12	39	42	126	21	88	78
LOC100001620	NA	147	81	271	117	117	210	191	445	239	610	417	395
acy1	NA	3161	912	3315	1098	1098	1332	4560	3365	2310	8351	11294	7790
trnag-ucc_31	NA	2	0	2	1	1	1	1	5	3	4	3	5
LOC100538089	NA	173	195	198	481	481	308	194	732	517	444	504	375
trnag-ucc_32	NA	0	0	0	1	1	1	0	0	0	0	0	0
trnag-ucc_33	NA	0	0	0	0	0	0	0	1	1	2	0	0
map1sa	NA	0	0	0	0	0	0	0	0	0	0	0	0
cart1	NA	0	0	0	0	0	0	0	0	0	0	0	0
kng1	NA	2	5	4	9	9	25	0	37	11	4	2	1
lamp3	NA	0	0	0	0	0	0	0	0	0	0	0	0
mccc1	NA	80	12	11	8	8	1	24	0	43	33	79	186
trim35-20	NA	36	78	6	77	77	1	21	1	215	38	88	72
si:dkey-37m8.11	NA	56	102	22	31	31	7	42	14	203	49	119	100
si:dkey-211e20.10	NA	199	350	159	1232	1232	341	163	890	848	376	499	419
LOC108181229	NA	0	0	0	1	1	0	0	0	0	0	0	0
sox2ot	NA	1	1	0	3	3	0	0	1	3	1	0	0
LOC110438287	NA	0	0	0	0	0	0	0	0	0	0	0	0
sox2	NA	0	1	2	8	8	1	0	10	9	9	0	2
dnajc19	NA	124	240	127	116	116	208	103	497	654	280	250	299
fxr1	NA	505	874	456	1026	1026	445	308	1150	2177	1238	782	1185
ttc14	NA	95	105	174	92	92	189	105	423	259	469	276	253
LOC562053	NA	1221	373	1256	175	175	619	1006	1605	867	3037	2475	2926
psmd1	NA	925	4070	961	2214	2214	3340	1120	8346	10637	2255	2840	2261
htr2b	NA	11	10	5	8	8	9	4	38	22	16	14	17
LOC110438288	NA	151	188	169	444	444	274	155	701	493	461	436	439
acap2	NA	72	89	104	196	196	143	87	320	252	246	212	204
ppp1r2	NA	411	325	380	265	265	274	442	675	895	871	1153	990
si:dkey-37m8.3	NA	1	0	0	0	0	0	1	0	0	3	0	2
ahsg1	NA	19	1973	38	4160	4160	6598	32	17887	5387	81	101	61
fetub	NA	23	2630	5	3005	3005	25658	38	69318	7269	23	116	47
kcnh1b	NA	1	0	1	1	1	0	0	2	0	0	0	1
si:ch73-197b13.1	NA	7	2	4	1	1	2	0	8	8	7	8	1
pex6	NA	115	131	117	91	91	171	142	500	327	288	377	244
commd2	NA	89	204	71	257	257	201	121	444	506	198	287	225
wwtr1	NA	616	970	613	1189	1189	1212	667	2875	2352	1495	1487	1461
tm4sf4	NA	38640	17976	39653	6689	6689	16081	33239	41192	46339	100874	86979	96158
tm4sf18	NA	85	16	112	162	162	32	80	79	62	246	223	178
cp	NA	21	1700	14	21814	21814	17441	37	44034	4446	31	82	48
hps3	NA	104	136	96	156	156	262	140	638	351	270	327	215
si:ch211-284e20.8	NA	0	91	11	665	665	1522	2	3814	239	29	12	2
elavl2	NA	0	0	0	1	1	0	0	0	0	0	0	0
rcor3	NA	37	21	50	69	69	44	31	139	45	110	87	86
traf5	NA	66	168	48	198	198	201	63	393	419	112	121	142
zgc:172076	NA	0	0	1	3	3	0	1	3	3	3	1	1
mark1	NA	24	23	16	41	41	30	19	69	45	37	50	63
ptk7a	NA	28	33	23	44	44	39	16	100	83	73	56	64
soul4	NA	152	666	229	469	469	885	236	2142	1656	547	601	349
klc4	NA	519	465	675	241	241	430	450	1098	999	1555	1106	1127
si:ch211-126j24.1	NA	77	38	83	30	30	43	75	132	101	218	231	168
nppc	NA	1	35	4	16	16	56	5	125	87	25	7	7
alpi.1	NA	4	28	10	1	1	6	9	33	51	16	17	10
alpi.2	NA	13499	3930	17838	1619	1619	2280	20470	5604	9841	44675	49817	31650
si:ch211-262h13.3	NA	112	148	78	131	131	124	81	300	338	179	199	310
LOC101882302	NA	0	0	0	1	1	1	2	3	0	0	4	0
trnae-cuc_206	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-262h13.5	NA	58	168	0	364	364	613	45	1536	443	0	138	138
anos1b	NA	26	139	32	24	24	48	51	168	364	57	126	61
si:dkey-87i10.3	NA	0	0	0	0	0	0	0	0	0	0	0	0
senp5	NA	57	96	52	138	138	111	32	277	243	167	110	131
ncbp2	NA	125	234	128	161	161	210	121	500	650	302	349	308
sirt7	NA	30	26	17	37	37	20	21	66	85	36	39	51
rbbp9	NA	145	188	133	133	133	246	137	602	476	307	373	397
arhgef3	NA	67	91	86	115	115	56	59	129	196	218	158	159
wu:fj36a11	NA	176	157	160	190	190	201	172	515	395	420	387	407
ccdc66	NA	38	21	16	22	22	20	28	59	65	39	69	94
ip6k1	NA	93	55	104	54	54	62	67	137	158	243	190	216
gmppb	NA	366	566	312	584	584	373	211	990	1488	731	642	917
lmcd1	NA	12	30	10	13	13	20	8	56	77	17	11	23
zgc:113516	NA	1	8	3	28	28	31	0	88	28	2	0	3
twist3	NA	0	2	0	0	0	1	0	1	3	0	1	0
hdac7a	NA	87	140	78	204	204	119	99	279	324	221	250	187
LOC101885863	NA	77	71	94	92	92	120	74	298	172	234	193	206
LOC110438308	NA	0	1	0	0	0	0	0	0	0	0	0	0
LOC100001805	NA	0	0	1	0	0	0	0	2	1	1	1	2
LOC100334911	NA	76	81	103	87	87	109	67	287	199	219	184	226
taf11	NA	111	223	95	208	208	208	128	522	635	281	349	257
uhrf1bp1	NA	14	13	40	24	24	58	25	136	39	108	80	42
ap4b1	NA	63	125	97	140	140	144	89	374	303	192	238	148
zgc:101663	NA	276	422	242	350	350	312	210	796	1015	646	585	721
LOC100001596	NA	0	1	0	1	1	0	0	0	0	0	0	0
zgc:92113	NA	62	432	41	26	26	360	97	935	1147	107	236	156
tspan2b	NA	76	62	66	124	124	57	62	160	161	143	157	167
si:ch73-181d5.4	NA	154	156	176	165	165	162	183	395	414	447	451	357
hm13	NA	857	1233	734	1171	1171	1033	712	2725	2842	1930	1780	2035
col9a3	NA	1	1	0	1	1	1	0	0	0	0	0	3
samhd1	NA	17	35	10	60	60	20	14	68	107	21	28	23
mtg2	NA	85	111	80	67	67	106	95	265	255	205	188	213
lsm14b	NA	6	14	6	5	5	13	61	21	27	15	148	9
kcnk15	NA	2	3	0	17	17	1	2	10	3	1	5	0
ogfr	NA	46	63	45	110	110	94	47	175	132	101	67	99
nadl1.1	NA	20	20	19	461	461	27	9	85	55	31	20	65
irf10	NA	167	457	79	583	583	533	145	1218	1190	226	337	400
zmp:0000000926	NA	24	40	13	87	87	37	30	95	102	20	55	49
LOC100000365	NA	9	22	11	183	183	23	9	89	69	19	23	28
mitfb	NA	8	12	11	300	300	24	8	70	35	14	21	25
frmd4bb	NA	5	12	12	33	33	18	7	64	37	29	21	21
rbm10	NA	518	161	479	73	73	308	383	750	404	1263	990	1421
rhoac	NA	511	1444	614	2014	2014	1208	649	2976	3738	1627	1717	1331
