Geneid	gene_name	SRR3655801	SRR3655798	SRR3655791	SRR3655799	SRR3655795	SRR3655793	SRR3655797	SRR3655792	SRR3655794	SRR3655800	SRR3655802	SRR3655796
trnav-cac_238	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_249	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_122	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_123	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_124	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_239	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_250	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_125	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_126	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_240	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_251	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_127	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_128	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_241	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_252	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_129	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_242	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_253	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_130	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_243	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_254	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_131	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_132	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_244	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_255	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_256	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_133	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_134	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_245	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_257	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_135	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_246	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_258	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_259	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_247	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_260	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_136	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_137	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_248	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_261	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_138	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_139	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_249	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_262	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_140	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_141	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_250	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_263	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_142	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_251	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_264	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_143	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-uac_144	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_265	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-cac_252	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnav-aac_266	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-46a10.3_1	NA	2	4	2	3	0	3	4	0	1	2	1	1
oxct1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pbx3b_1	NA	9	2	2	4	4	3	2	6	10	6	17	4
gapvd1_1	NA	3	8	3	4	2	1	8	1	0	1	7	0
LOC110438822_1	NA	0	0	0	2	0	0	0	0	0	3	1	1
LOC110438826_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438824_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108190973	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100002202_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438823_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329917_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438814	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438819	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438816	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438815	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:77614_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438818	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438817	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911535_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438820	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC100329755	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438825	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438813	NA	0	0	0	0	0	0	0	0	0	0	0	0
hpdb_1	NA	0	1	0	0	0	0	1	0	0	0	0	0
setd1bb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438827	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkeyp-14d3.1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438828	NA	0	0	0	0	0	0	0	0	0	0	0	0
dok2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
slc23a2_1	NA	5	16	2	4	2	0	16	8	4	10	19	10
rassf2a_1	NA	6	77	0	12	15	4	77	8	7	48	15	42
prnpa_1	NA	0	0	0	0	0	0	0	0	0	0	2	0
ccdc92_1	NA	1	4	4	4	7	1	4	10	5	13	4	6
adamts13_1	NA	9	79	0	53	0	0	79	0	0	144	33	0
ubap2b_1	NA	14	22	14	26	21	22	22	29	36	64	47	58
pabpc1l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fam160b2_1	NA	0	0	0	0	0	0	0	0	0	1	2	0
LOC794073_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pimr188_1	NA	0	0	0	0	0	0	0	0	0	0	0	1
mtor_1	NA	105	80	34	82	40	46	80	109	150	188	272	123
angptl7_1	NA	0	0	0	0	0	0	0	0	0	0	3	0
kiaa2012_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fzd7a_1	NA	2	2	0	1	0	1	2	0	0	1	0	0
LOC110438829	NA	0	2	0	0	3	1	2	1	0	1	0	7
trnaq-uug_127	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnaq-uug_128	NA	0	0	0	0	0	0	0	0	0	0	0	0
als2a_1	NA	0	1	2	0	0	0	1	0	1	0	1	0
mpp4a_1	NA	0	2	0	0	0	0	2	0	0	0	0	0
tmem237a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
abi2a_1	NA	0	1	1	0	1	0	1	1	0	1	0	0
LOC110437861	NA	0	1	0	0	0	0	1	0	0	0	0	0
fn1a_1	NA	63	1033	2	35	4	2	1033	3	4	61	137	9
stx19_1	NA	0	0	0	0	0	0	0	1	0	0	0	0
rsph1_1	NA	0	0	0	1	0	0	0	0	0	0	0	0
cln5_1	NA	0	3	0	4	0	1	3	1	0	9	1	0
fbxl3a_1	NA	2	1	3	3	3	3	1	4	1	0	2	0
mycbp2_1	NA	25	88	50	87	86	46	88	141	105	213	66	198
LOC110438830	NA	0	0	0	0	0	0	0	1	0	0	0	0
scel_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
slain1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911624_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ftr53_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
kbtbd7_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:101559_1	NA	1	0	0	0	0	0	0	1	0	0	0	0
rgcc_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
vwa8_1	NA	3	7	7	9	7	6	7	10	14	23	25	13
dgkh_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
gtf2f2b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
kctd4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-239h2.3_1	NA	26	13	115	16	135	24	13	274	95	53	74	404
vgll3_1	NA	3	0	1	6	4	4	0	6	14	12	6	11
LOC108191306_1	NA	0	0	0	0	0	0	0	0	1	1	0	0
chmp2ba_1	NA	0	0	0	1	0	0	0	1	0	2	0	1
crfb2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crfb1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pou1f1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
igsf3_1	NA	0	4	0	0	0	0	4	0	0	3	2	1
parp4_1	NA	6	4	1	11	4	7	4	5	11	19	25	2
hao2_1	NA	1	1	0	0	1	0	1	0	0	0	3	0
si:rp71-68n21.9_1	NA	50	44	16	25	16	20	44	42	44	94	140	45
hsd3b1_1	NA	0	0	0	0	0	1	0	0	0	1	2	0
LOC100535312_1	NA	7	8	12	8	8	5	8	10	11	21	22	22
pla1a_1	NA	3	14	8	28	4	0	14	6	2	73	15	3
popdc2_1	NA	0	1	0	0	0	1	1	0	3	0	0	0
cox17_1	NA	2	71	51	37	1	1	71	148	1	86	4	4
LOC110438832	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:rp71-68n21.12_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ska3_1	NA	14	3	0	4	3	0	3	1	3	16	27	0
sap18_1	NA	114	128	76	114	37	90	128	161	253	260	277	93
LOC101884374_1	NA	0	1	0	0	1	1	1	4	3	5	1	0
lats2_1	NA	11	37	17	31	12	16	37	41	37	74	45	22
xpo4_1	NA	11	23	11	15	17	7	23	24	18	48	30	39
n6amt2_1	NA	3	2	1	1	2	3	2	5	0	7	5	8
il17d_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ift88_1	NA	1	1	0	1	0	0	1	0	0	0	0	0
cryl1_1	NA	4	2	5	12	2	4	2	4	3	24	7	3
cx30.3_1	NA	1	1	0	0	0	0	1	1	0	1	1	0
gja3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zmym2_1	NA	1	2	2	1	2	4	2	0	3	1	2	1
zmym2_2	NA	1	1	1	0	0	2	1	0	1	1	2	0
mphosph8_1	NA	4	5	4	3	2	2	5	4	1	1	0	1
aff3_1	NA	0	0	0	0	0	2	0	0	0	0	0	0
arhgef7a_1	NA	3	1	1	5	4	2	1	5	2	10	9	7
LOC110438834_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108191313_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
sox1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d6_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d19_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d12_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d20_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d9_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d7_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d21_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d10_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2d1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm2f_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygm3_1	NA	0	0	0	0	0	0	0	0	0	0	6	0
crygs4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
crygs3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC567728_1	NA	0	2	2	0	1	0	2	1	3	4	2	3
etv5a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-189g17.2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tmem163a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
arl4cb_1	NA	0	0	0	1	0	0	0	0	0	0	0	0
sh3bp4_1	NA	0	0	1	0	0	0	0	0	0	0	2	0
cntnap5a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tas2r203_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911639_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
asb18_1	NA	0	1	0	0	0	0	1	0	0	0	0	0
cops8_1	NA	3	4	5	1	2	1	4	2	1	0	1	0
trim63b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
col6a3_1	NA	27	3	3	6	5	4	3	1	2	3	7	0
LOC108191316_1	NA	8	0	0	5	0	0	0	1	0	3	14	4
mlphb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
prlh_1	NA	0	1	0	0	0	0	1	0	0	0	0	0
rpe_1	NA	1	2	1	4	2	1	2	0	0	1	1	1
LOC101886229_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911641_1	NA	0	0	0	0	1	0	0	0	0	0	0	0
ackr3a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
lrrfip1a_1	NA	30	74	12	28	17	19	74	27	47	70	66	33
tyw5_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:123096_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pgap1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
hecw2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
stk17b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:153521_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:153901_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nabp1a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trnas-cga_47	NA	0	0	0	0	0	0	0	0	0	0	0	0
cavin2a_1	NA	0	0	0	0	1	0	0	0	1	0	1	0
tmeff2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zeb2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:rp71-84d19.3_1	NA	20	14	12	30	10	3	14	34	19	63	57	9
slc10a2_1	NA	0	9	0	0	0	0	9	0	0	0	1	0
LOC103911657_1	NA	1	0	1	0	1	0	0	1	1	2	0	1
tlr20.2_1	NA	0	0	0	1	1	0	0	1	0	6	0	0
LOC572462_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tlr20.4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nepro_1	NA	3	3	1	0	1	0	3	3	1	2	3	2
tex30_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
kdelc1_1	NA	2	0	0	0	0	0	0	0	0	1	3	1
stxbp5l_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
kcnh3_1	NA	0	1	0	1	0	0	1	0	0	0	0	0
idh1_1	NA	1006	59	31	139	498	21	59	19	15	267	2582	1188
LOC101884718_1	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC100537744_1	NA	4	0	0	1	1	0	0	0	0	0	15	2
zgc:162396_1	NA	417	127	88	406	241	311	127	237	768	950	1094	599
zgc:162780_1	NA	349	26	54	156	109	94	26	145	293	344	864	280
LOC101884827_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zgc:91818_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pth2r_1	NA	0	0	0	0	2	0	0	0	0	0	0	1
LOC110438836	NA	0	0	0	0	0	0	0	0	0	1	5	0
hs6st3b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
hs6st3b_2	NA	0	0	0	0	0	0	0	0	0	0	0	0
uggt2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnajc3a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-46k9.4_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fdx1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
arhgap20_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
rnf17_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cenpj_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mcf2lb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
phf11_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
spryd7b_1	NA	6	5	14	6	8	9	5	27	23	38	30	36
trim13_1	NA	3	12	3	4	5	2	12	11	8	6	7	7
mir16c_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mir15a-2_1	NA	0	0	0	0	0	0	0	2	0	2	0	0
LOC110438838	NA	0	2	0	0	0	0	2	0	0	0	0	2
rnaseh2b_1	NA	0	0	2	0	1	0	0	1	0	0	1	0
LOC110438837_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
c9hxorf21_1	NA	0	3	0	2	2	0	3	0	0	1	1	5
il1rapl1a_1	NA	2	0	0	2	0	0	0	0	1	2	0	0
crlf2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
slc25a6_1	NA	0	0	0	2	0	1	0	0	1	2	1	1
asmtl_1	NA	30	46	22	40	33	16	46	50	35	118	74	59
p2ry8_1	NA	6	79	4	1	1	4	79	3	12	11	11	1
upf3a_1	NA	1	0	0	1	1	0	0	1	5	1	2	2
cdc16_1	NA	15	31	27	13	16	15	31	43	30	46	53	31
dcun1d2a_1	NA	7	4	8	8	1	6	4	18	14	14	24	11
tfdp1a_1	NA	47	27	24	44	21	33	27	38	87	103	141	42
zgc:172067_1	NA	0	1	0	6	0	0	1	1	0	24	1	0
si:ch211-160b11.4_1	NA	13	2	0	30	0	0	2	0	0	17	12	0
jam2b_1	NA	4	10	0	6	6	2	10	2	2	15	47	8
gabpa_1	NA	29	18	0	11	2	7	18	0	16	34	73	13
appb_1	NA	128	126	70	108	126	60	126	143	174	299	400	297
si:dkey-192g7.3_1	NA	259	195	216	381	254	665	195	522	1796	1063	696	569
ncam2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
zp2l1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-67c22.2_1	NA	5	72	51	43	66	44	72	130	85	113	8	162
rcan1a_1	NA	0	11	1	10	2	5	11	9	4	19	0	5
LOC101886280_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dnajc28_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mab21l3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
atp1a1b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:ch211-45c16.2_1	NA	0	0	0	1	1	0	0	1	4	1	2	2
trpm2_1	NA	0	8	0	2	0	0	8	2	3	0	0	1
rasgrf2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ckmt2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ube2l3a_1	NA	161	74	91	241	71	72	74	399	228	851	560	190
zgc:56235_1	NA	36	32	111	54	81	63	32	272	167	117	77	257
tor4aa_1	NA	16	6	6	7	5	2	6	16	4	42	49	18
brap_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
snx30_1	NA	0	0	0	0	1	0	0	0	0	0	0	1
si:ch73-234b20.4_1	NA	0	0	4	0	4	1	0	8	2	0	0	12
lyrm7_1	NA	0	0	29	14	17	26	0	72	91	23	10	38
mat2al_1	NA	171	39	368	121	177	477	39	976	1274	350	463	383
si:ch73-234b20.5_1	NA	31	74	193	247	56	39	74	543	97	594	93	154
hnrnpd_1	NA	14	75	40	23	42	34	75	136	84	63	31	87
hnrpdl_1	NA	3	2	51	10	3	4	2	129	3	2	4	2
enoph1_1	NA	1	5	7	2	0	1	5	17	5	6	0	5
tmem150c_1	NA	0	1	6	0	0	0	1	7	1	1	1	0
carm1l_1	NA	0	0	1	0	0	0	0	1	0	0	0	1
sec31a_1	NA	35	24	149	31	72	55	24	413	125	71	81	179
zgc:113274_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438839_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438840_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cdc42se2_1	NA	1	4	2	1	0	0	4	1	1	3	8	2
sptlc1_1	NA	292	311	161	296	109	147	311	389	373	698	692	294
ror2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nfil3_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
nrg1_1	NA	1	3	1	1	2	0	3	5	0	1	0	2
LOC103912008	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438842	NA	0	0	0	0	0	0	0	0	0	0	0	0
wrn_1	NA	30	24	12	49	29	11	24	25	52	102	50	60
purg_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tex15_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ppp2cb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ubxn8_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
hint1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC569568_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
smtna_1	NA	1	2	2	0	0	0	2	6	1	2	0	1
slc35e4_1	NA	0	1	0	0	0	0	1	0	0	0	0	0
osbp2_1	NA	0	0	1	0	0	1	0	0	0	1	0	0
ewsr1a_1	NA	17	10	2	5	3	4	10	1	2	2	6	2
atp6v0a2a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-27b3.2_1	NA	84	78	81	23	18	71	78	265	187	77	235	50
isl1l_1	NA	0	0	0	0	0	0	0	0	1	0	0	0
si:dkey-27b3.4_1	NA	70	11	33	84	18	13	11	96	62	213	215	43
itga1_1	NA	27	36	45	28	33	22	36	175	65	87	97	96
LOC100333484_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
itga2.2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438843	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110437854_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911725_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
fstb_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
arl15b_1	NA	0	0	0	0	1	0	0	0	0	0	0	0
snx18b_1	NA	1	2	0	0	0	0	2	0	0	0	2	0
si:dkeyp-41f9.3_1	NA	1	1	0	0	0	0	1	0	0	2	0	2
rasgef1bb_1	NA	67	78	39	54	33	52	78	125	120	129	186	90
si:dkeyp-41f9.4_1	NA	0	1	1	1	1	1	1	6	1	1	1	2
antxr2b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
paqr3b_1	NA	0	0	0	0	0	0	0	0	0	0	1	0
anxa3b_1	NA	0	0	0	0	0	0	0	0	0	1	0	0
LOC101882704_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108179058_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
mrrf_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
rbm18_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
lhx6_1	NA	1	1	1	1	0	0	1	0	0	3	10	1
morn5_1	NA	0	0	0	0	0	0	0	0	2	0	1	0
LOC110438844	NA	2	7	10	4	0	2	7	27	15	6	9	0
ndufa8_1	NA	2	3	5	2	6	4	3	0	0	1	2	4
rabgap1_1	NA	48	6	23	29	0	6	6	52	44	82	120	2
strbp_1	NA	5	3	1	4	1	1	3	3	1	1	10	0
LOC101884772_1	NA	0	0	0	0	0	1	0	0	0	0	0	0
LOC103911727_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
urm1_1	NA	1	2	1	2	1	0	2	0	0	0	0	0
mir219-1_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
cercam_1	NA	2	0	0	0	0	0	0	1	0	0	0	0
sardh_1	NA	65	2	42	88	60	30	2	119	82	185	135	141
dbh_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
swi5_1	NA	1	1	0	0	0	0	1	1	1	0	0	0
slc27a4_1	NA	28	30	137	19	94	62	30	377	151	87	75	226
ptgdsa_1	NA	4	0	8	33	12	1	0	23	4	93	20	33
ambp_1	NA	281	193	3	1778	7	2	193	4	4	4773	793	15
LOC110438845	NA	5	1	2	0	0	1	1	1	2	4	13	1
nrarpa_1	NA	39	26	20	21	15	13	26	58	25	95	133	43
exd3_1	NA	3	5	4	5	3	1	5	7	0	20	9	13
cntfr_1	NA	23	8	8	22	5	5	8	15	12	55	67	15
LOC110438846	NA	0	0	0	0	0	0	0	0	0	0	3	0
LOC103911738_1	NA	1	0	0	0	0	0	0	0	0	1	0	0
ppp2r2ab_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
dpysl2b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
adra1ab_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
tmem230a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
igsf9a_1	NA	91	49	273	278	130	149	49	647	455	668	284	297
LOC110438847	NA	2	0	4	1	3	9	0	8	13	2	7	4
si:ch211-127i16.2_1	NA	44	18	161	84	138	233	18	502	616	212	103	350
vsig8a_1	NA	4	1	10	3	11	12	1	10	30	10	5	12
atp6v1b2_1	NA	8	2	7	11	14	10	2	30	20	32	20	25
wu:fi09b08_1	NA	0	0	0	0	1	0	0	0	0	0	0	0
LOC100332822_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC108191474_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
gfra2b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC110438848	NA	3	0	0	3	0	2	0	3	6	13	4	1
dok2l_1	NA	0	1	0	2	0	0	1	3	0	4	1	0
xpo7_1	NA	38	38	27	49	22	48	38	61	107	137	74	32
pbdc1_1	NA	5	10	3	8	7	7	10	6	8	5	7	1
dmtn_1	NA	1	0	1	1	0	0	0	0	0	0	0	0
htr7b_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
ppp3ccb_1	NA	1	2	1	0	1	1	2	0	0	0	0	0
letm2_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
si:dkey-81j8.6_1	NA	1	0	5	1	12	2	0	11	3	1	3	21
prnpb_1	NA	2	2	4	2	10	0	2	12	3	5	5	33
sprn2_1	NA	1	0	8	0	4	0	0	15	3	0	1	17
rassf2b_1	NA	10	0	2	2	9	4	0	9	9	8	17	18
kcnip3b_1	NA	1	0	0	1	2	0	0	1	0	2	1	7
LOC103911739_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
pcdh1a_1	NA	1	1	0	0	4	2	1	1	6	0	1	6
LOC100333391	NA	0	0	0	0	0	0	0	0	0	0	0	0
avd_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
trpc7a_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
LOC103911741_1	NA	0	0	0	0	0	0	0	0	0	0	0	0
