isoform	gene	length
transcript:AT5G18190.2	AT5G18190	3619
transcript:AT5G18200.1	AT5G18200	1535
transcript:AT5G18210.1	AT5G18210	921
transcript:AT5G18210.2	AT5G18210	902
transcript:AT5G18220.1	AT5G18220	1604
transcript:AT5G18230.1	AT5G18230	3031
transcript:AT5G18230.2	AT5G18230	2922
transcript:AT5G18230.3	AT5G18230	3260
transcript:AT5G18230.4	AT5G18230	2995
transcript:AT5G18245.1	AT5G18245	2981
transcript:AT5G18245.2	AT5G18245	704
transcript:AT5G18245.3	AT5G18245	2472
transcript:AT5G18245.4	AT5G18245	2220
transcript:AT5G18245.5	AT5G18245	2590
transcript:AT5G18245.6	AT5G18245	3039
transcript:AT5G18245.7	AT5G18245	2323
transcript:AT5G18245.8	AT5G18245	2047
transcript:AT5G18240.3	AT5G18240	1665
transcript:AT5G18240.4	AT5G18240	1683
transcript:AT5G18240.5	AT5G18240	1677
transcript:AT5G18240.1	AT5G18240	1688
transcript:AT5G18240.2	AT5G18240	1670
transcript:AT5G18240.6	AT5G18240	963
transcript:AT5G18250.1	AT5G18250	1045
transcript:AT5G18255.1	AT5G18255	1917
transcript:AT5G18255.2	AT5G18255	1351
transcript:AT5G18255.3	AT5G18255	1207
transcript:AT5G18260.1	AT5G18260	1427
transcript:AT5G18270.2	AT5G18270	1525
transcript:AT5G18270.1	AT5G18270	1601
transcript:AT5G18280.1	AT5G18280	2067
transcript:AT5G18290.1	AT5G18290	1195
transcript:AT5G18290.2	AT5G18290	986
transcript:AT5G02885.1	AT5G02885	209
transcript:AT5G18300.1	AT5G18300	444
transcript:AT5G18310.1	AT5G18310	1305
transcript:AT5G18310.2	AT5G18310	1389
transcript:AT5G18310.3	AT5G18310	1807
transcript:AT5G18310.4	AT5G18310	1284
transcript:AT5G18320.1	AT5G18320	1736
transcript:AT5G18330.1	AT5G18330	1338
transcript:AT5G18340.1	AT5G18340	1801
transcript:AT5G18350.1	AT5G18350	3784
transcript:AT5G18360.1	AT5G18360	3034
transcript:AT5G18370.1	AT5G18370	4668
transcript:AT5G18380.1	AT5G18380	1093
transcript:AT5G18380.2	AT5G18380	582
transcript:AT5G18380.3	AT5G18380	567
transcript:AT5G18390.1	AT5G18390	1767
transcript:AT5G18400.1	AT5G18400	1294
transcript:AT5G18400.2	AT5G18400	1296
transcript:AT5G18400.3	AT5G18400	1182
transcript:AT5G18403.1	AT5G18403	334
transcript:AT5G18404.1	AT5G18404	444
transcript:AT5G18407.1	AT5G18407	293
transcript:AT5G18410.2	AT5G18410	4607
transcript:AT5G18410.1	AT5G18410	4133
transcript:AT5G18410.3	AT5G18410	3294
transcript:AT5G18420.1	AT5G18420	1845
transcript:AT5G18420.2	AT5G18420	1532
transcript:AT5G18420.3	AT5G18420	1477
transcript:AT5G18420.4	AT5G18420	1491
transcript:AT5G18430.1	AT5G18430	1406
transcript:AT5G18440.1	AT5G18440	1855
transcript:AT5G18440.2	AT5G18440	1951
transcript:AT5G18450.1	AT5G18450	1018
transcript:AT5G18460.1	AT5G18460	2010
transcript:AT5G18470.1	AT5G18470	1513
transcript:AT5G02895.1	AT5G02895	1052
transcript:AT5G18475.1	AT5G18475	1765
transcript:AT5G18480.1	AT5G18480	1986
transcript:AT5G18490.1	AT5G18490	2076
transcript:AT5G18500.1	AT5G18500	2311
transcript:AT5G18500.2	AT5G18500	2224
transcript:AT5G18500.3	AT5G18500	2304
transcript:AT5G18500.4	AT5G18500	2219
transcript:AT5G18500.5	AT5G18500	2083
transcript:AT5G18500.6	AT5G18500	1994
transcript:AT5G18510.1	AT5G18510	2237
transcript:AT5G18520.1	AT5G18520	1749
transcript:AT5G18525.1	AT5G18525	5280
transcript:AT5G18540.2	AT5G18540	944
transcript:AT5G18540.3	AT5G18540	979
transcript:AT5G18540.1	AT5G18540	1025
transcript:AT5G18540.4	AT5G18540	991
transcript:AT5G18550.1	AT5G18550	2258
transcript:AT5G18550.2	AT5G18550	2219
transcript:AT5G18550.3	AT5G18550	2325
transcript:AT5G18550.4	AT5G18550	1984
transcript:AT5G18560.1	AT5G18560	1515
transcript:AT5G18570.1	AT5G18570	2434
transcript:AT5G18580.1	AT5G18580	1812
transcript:AT5G02905.1	AT5G02905	285
transcript:AT5G02915.1	AT5G02915	116
transcript:AT5G18590.2	AT5G18590	2701
transcript:AT5G18590.1	AT5G18590	2719
transcript:AT5G18600.1	AT5G18600	873
transcript:AT5G18610.2	AT5G18610	2333
transcript:AT5G18610.1	AT5G18610	2005
transcript:AT5G18610.3	AT5G18610	2081
transcript:AT5G18620.1	AT5G18620	3821
transcript:AT5G18620.2	AT5G18620	3722
transcript:AT5G18630.1	AT5G18630	1682
transcript:AT5G18630.2	AT5G18630	1678
transcript:AT5G18630.3	AT5G18630	1154
transcript:AT5G18636.1	AT5G18636	1262
transcript:AT5G18640.1	AT5G18640	1834
transcript:AT5G18640.2	AT5G18640	1953
transcript:AT5G18640.3	AT5G18640	1724
transcript:AT5G18640.4	AT5G18640	1824
transcript:AT5G18640.5	AT5G18640	1282
transcript:AT5G18650.1	AT5G18650	1702
transcript:AT5G18660.1	AT5G18660	1591
transcript:AT5G18661.1	AT5G18661	475
transcript:AT5G18670.1	AT5G18670	1989
transcript:AT5G18680.1	AT5G18680	1569
transcript:AT5G18680.2	AT5G18680	1760
transcript:AT5G18690.1	AT5G18690	965
transcript:AT5G18700.1	AT5G18700	4555
transcript:AT5G18705.1	AT5G18705	919
transcript:AT5G18710.1	AT5G18710	1919
transcript:AT5G18720.3	AT5G18720	2005
transcript:AT5G18720.1	AT5G18720	1838
transcript:AT5G18720.2	AT5G18720	1967
transcript:AT5G18730.1	AT5G18730	2407
transcript:AT5G18735.1	AT5G18735	1320
transcript:AT5G18740.1	AT5G18740	2307
transcript:AT5G18748.1	AT5G18748	210
transcript:AT5G18750.1	AT5G18750	3111
transcript:AT5G18755.1	AT5G18755	72
transcript:AT5G18760.1	AT5G18760	1669
transcript:AT5G18760.2	AT5G18760	1810
transcript:AT5G18770.1	AT5G18770	2110
transcript:AT5G18770.2	AT5G18770	2052
transcript:AT5G18780.3	AT5G18780	1502
transcript:AT5G18780.4	AT5G18780	1279
transcript:AT5G18780.1	AT5G18780	1691
transcript:AT5G18780.2	AT5G18780	1538
transcript:AT5G18790.1	AT5G18790	482
transcript:AT5G18800.2	AT5G18800	748
transcript:AT5G18800.1	AT5G18800	670
transcript:AT5G18810.1	AT5G18810	1159
transcript:AT5G18810.2	AT5G18810	931
transcript:AT5G18820.1	AT5G18820	2337
transcript:AT5G18820.2	AT5G18820	2353
transcript:AT5G18820.3	AT5G18820	2318
transcript:AT5G18830.1	AT5G18830	3081
transcript:AT5G18830.3	AT5G18830	2788
transcript:AT5G18830.2	AT5G18830	2876
transcript:AT5G18840.1	AT5G18840	1890
transcript:AT5G18850.1	AT5G18850	821
transcript:AT5G18860.1	AT5G18860	3572
transcript:AT5G18860.2	AT5G18860	3419
transcript:AT5G18870.1	AT5G18870	777
transcript:AT5G18880.1	AT5G18880	888
transcript:AT5G18890.1	AT5G18890	1653
transcript:AT5G18900.1	AT5G18900	1259
transcript:AT5G18910.1	AT5G18910	2113
transcript:AT5G18920.1	AT5G18920	784
transcript:AT5G18920.2	AT5G18920	995
transcript:AT5G18930.1	AT5G18930	1648
transcript:AT5G18933.1	AT5G18933	231
transcript:AT5G02925.1	AT5G02925	258
transcript:AT5G18937.1	AT5G18937	504
transcript:AT5G02935.1	AT5G02935	613
transcript:AT5G18940.1	AT5G18940	1733
transcript:AT5G18940.2	AT5G18940	1218
transcript:AT5G18950.1	AT5G18950	1811
transcript:AT5G18960.2	AT5G18960	3084
transcript:AT5G18960.1	AT5G18960	2544
transcript:AT5G18970.1	AT5G18970	1122
transcript:AT5G18980.1	AT5G18980	2951
transcript:AT5G18980.2	AT5G18980	3022
transcript:AT5G18980.3	AT5G18980	2166
transcript:AT5G18990.1	AT5G18990	1078
transcript:AT5G19000.2	AT5G19000	1705
transcript:AT5G19000.1	AT5G19000	1856
transcript:AT5G19000.3	AT5G19000	1743
transcript:AT5G19010.1	AT5G19010	2621
transcript:AT5G19020.1	AT5G19020	2366
transcript:AT5G19025.1	AT5G19025	1168
transcript:AT5G19025.2	AT5G19025	1126
transcript:AT5G19030.4	AT5G19030	717
transcript:AT5G19030.5	AT5G19030	858
transcript:AT5G19030.1	AT5G19030	716
transcript:AT5G19030.2	AT5G19030	702
transcript:AT5G19030.3	AT5G19030	710
transcript:AT5G19040.1	AT5G19040	1822
transcript:AT5G19040.2	AT5G19040	1790
transcript:AT5G19040.3	AT5G19040	1577
transcript:AT5G19050.1	AT5G19050	1569
transcript:AT5G19060.1	AT5G19060	2169
transcript:AT5G19070.1	AT5G19070	1450
transcript:AT5G19070.2	AT5G19070	1442
transcript:AT5G19080.1	AT5G19080	1706
transcript:AT5G19090.1	AT5G19090	2466
transcript:AT5G19090.4	AT5G19090	2386
transcript:AT5G19090.2	AT5G19090	1797
transcript:AT5G19090.3	AT5G19090	1797
transcript:AT5G19090.5	AT5G19090	2201
transcript:AT5G02945.1	AT5G02945	348
transcript:AT5G02955.1	AT5G02955	665
transcript:AT5G02965.1	AT5G02965	203
transcript:AT5G02975.1	AT5G02975	199
transcript:AT5G02985.1	AT5G02985	473
transcript:AT5G03005.1	AT5G03005	439
transcript:AT5G19095.1	AT5G19095	71
transcript:ENSRNA049492633-T1	ENSRNA049492633	71
transcript:AT5G19100.1	AT5G19100	1660
transcript:AT5G03015.1	AT5G03015	337
transcript:AT5G19110.2	AT5G19110	1636
transcript:AT5G19110.1	AT5G19110	1491
transcript:AT5G19120.1	AT5G19120	1420
transcript:AT5G19130.2	AT5G19130	2327
transcript:AT5G19130.1	AT5G19130	2427
transcript:AT5G19140.2	AT5G19140	1295
transcript:AT5G19140.1	AT5G19140	1215
transcript:AT5G19140.3	AT5G19140	597
transcript:AT5G19150.2	AT5G19150	1237
transcript:AT5G19150.1	AT5G19150	1373
transcript:AT5G19151.1	AT5G19151	428
transcript:AT5G19160.2	AT5G19160	2242
transcript:AT5G19160.1	AT5G19160	2182
transcript:AT5G03025.1	AT5G03025	510
transcript:AT5G19170.1	AT5G19170	1290
transcript:AT5G19172.1	AT5G19172	395
transcript:AT5G19175.1	AT5G19175	361
transcript:AT5G03035.1	AT5G03035	204
transcript:AT5G03045.1	AT5G03045	208
transcript:AT5G19180.1	AT5G19180	1775
transcript:AT5G19180.2	AT5G19180	2009
transcript:AT5G19190.1	AT5G19190	1374
transcript:AT5G19200.1	AT5G19200	1585
transcript:AT5G19210.2	AT5G19210	1774
transcript:AT5G19210.3	AT5G19210	1591
transcript:AT5G19210.1	AT5G19210	1647
transcript:AT5G19220.1	AT5G19220	1732
transcript:AT5G19221.1	AT5G19221	997
transcript:AT5G19221.2	AT5G19221	1130
transcript:AT5G19230.2	AT5G19230	1130
transcript:AT5G19230.1	AT5G19230	1190
transcript:AT5G19240.1	AT5G19240	1392
transcript:AT5G19250.1	AT5G19250	928
transcript:AT5G19260.1	AT5G19260	1332
transcript:AT5G03055.1	AT5G03055	351
transcript:AT5G03065.1	AT5G03065	492
transcript:AT5G19270.1	AT5G19270	1098
transcript:AT5G19280.1	AT5G19280	2144
transcript:AT5G19280.2	AT5G19280	2164
transcript:AT5G19290.1	AT5G19290	1568
transcript:AT5G19300.1	AT5G19300	1701
transcript:AT5G19310.1	AT5G19310	3618
transcript:AT5G19310.2	AT5G19310	2838
transcript:AT5G19315.1	AT5G19315	264
transcript:AT5G19320.1	AT5G19320	2141
transcript:AT5G19320.2	AT5G19320	2026
transcript:AT5G19330.1	AT5G19330	2752
transcript:AT5G19330.2	AT5G19330	1969
transcript:AT5G19340.1	AT5G19340	1606
transcript:AT5G03075.1	AT5G03075	243
transcript:AT5G19350.1	AT5G19350	1667
transcript:AT5G19350.2	AT5G19350	1586
transcript:AT5G19360.1	AT5G19360	2057
transcript:AT5G19370.1	AT5G19370	1235
transcript:AT5G19380.2	AT5G19380	1881
transcript:AT5G19380.1	AT5G19380	1817
transcript:AT5G19390.2	AT5G19390	3341
transcript:AT5G19390.1	AT5G19390	3182
transcript:AT5G19390.4	AT5G19390	2841
transcript:AT5G19390.3	AT5G19390	3249
transcript:AT5G19400.4	AT5G19400	3966
transcript:AT5G19400.5	AT5G19400	3947
transcript:AT5G19400.3	AT5G19400	3888
transcript:AT5G19400.2	AT5G19400	3873
transcript:AT5G19400.1	AT5G19400	3919
transcript:AT5G19410.1	AT5G19410	2005
transcript:AT5G19410.2	AT5G19410	1956
transcript:AT5G19420.1	AT5G19420	4055
transcript:AT5G19420.2	AT5G19420	3988
transcript:AT5G19420.3	AT5G19420	4168
transcript:AT5G19430.2	AT5G19430	1465
transcript:AT5G19430.5	AT5G19430	1334
transcript:AT5G19430.6	AT5G19430	1192
transcript:AT5G19430.3	AT5G19430	1836
transcript:AT5G19430.4	AT5G19430	1543
transcript:AT5G19430.1	AT5G19430	1400
transcript:AT5G19440.1	AT5G19440	1376
transcript:AT5G19450.2	AT5G19450	2215
transcript:AT5G19450.1	AT5G19450	2177
transcript:AT5G19460.1	AT5G19460	1938
transcript:AT5G19470.1	AT5G19470	1357
transcript:AT5G19470.2	AT5G19470	1486
transcript:AT5G19473.1	AT5G19473	682
transcript:AT5G19473.2	AT5G19473	698
transcript:AT5G19480.1	AT5G19480	1225
transcript:AT5G19480.3	AT5G19480	1645
transcript:AT5G19480.4	AT5G19480	1540
transcript:AT5G19480.2	AT5G19480	1346
transcript:AT5G19485.1	AT5G19485	1868
transcript:AT5G19490.1	AT5G19490	1289
transcript:AT5G19500.1	AT5G19500	1893
transcript:AT5G19510.1	AT5G19510	982
transcript:AT5G19520.1	AT5G19520	2626
transcript:AT5G19520.2	AT5G19520	2729
transcript:AT5G19530.1	AT5G19530	1639
transcript:AT5G19530.2	AT5G19530	1392
transcript:AT5G19540.1	AT5G19540	1735
transcript:AT5G19540.2	AT5G19540	1719
transcript:AT5G19550.1	AT5G19550	1822
transcript:AT5G19560.1	AT5G19560	2044
transcript:AT5G19560.2	AT5G19560	2324
transcript:AT5G19560.3	AT5G19560	2255
transcript:AT5G19560.4	AT5G19560	2239
transcript:AT5G19560.5	AT5G19560	1800
transcript:AT5G19570.1	AT5G19570	758
transcript:AT5G19580.1	AT5G19580	2291
transcript:AT5G19590.1	AT5G19590	1096
transcript:AT5G19590.2	AT5G19590	1632
transcript:AT5G19595.1	AT5G19595	192
transcript:AT5G19600.1	AT5G19600	2359
transcript:AT5G19610.1	AT5G19610	4268
transcript:AT5G19620.1	AT5G19620	2578
transcript:AT5G19630.1	AT5G19630	981
transcript:AT5G19633.1	AT5G19633	192
transcript:AT5G19640.1	AT5G19640	2177
transcript:AT5G19650.1	AT5G19650	954
transcript:AT5G19660.1	AT5G19660	3456
transcript:AT5G19660.2	AT5G19660	3470
transcript:AT5G19660.3	AT5G19660	3437
transcript:AT5G19670.1	AT5G19670	2331
transcript:AT5G19670.2	AT5G19670	2222
transcript:AT5G19675.1	AT5G19675	213
transcript:AT5G19680.1	AT5G19680	1558
transcript:AT5G19690.1	AT5G19690	3110
transcript:AT5G19690.2	AT5G19690	3267
transcript:AT5G19700.1	AT5G19700	1786
transcript:AT5G03085.1	AT5G03085	271
transcript:AT5G19710.1	AT5G19710	345
transcript:AT5G19720.1	AT5G19720	626
transcript:AT5G03095.1	AT5G03095	225
transcript:AT5G03105.1	AT5G03105	273
transcript:AT5G19730.1	AT5G19730	1862
transcript:AT5G19740.1	AT5G19740	2322
transcript:AT5G19750.1	AT5G19750	1232
transcript:AT5G19760.1	AT5G19760	1391
transcript:AT5G19770.1	AT5G19770	1964
transcript:AT5G19780.1	AT5G19780	1780
transcript:AT5G19790.1	AT5G19790	933
transcript:AT5G19800.1	AT5G19800	657
transcript:AT5G19810.1	AT5G19810	1150
transcript:AT5G19820.1	AT5G19820	4016
transcript:AT5G19830.1	AT5G19830	1085
transcript:AT5G19840.2	AT5G19840	1971
transcript:AT5G19840.1	AT5G19840	1631
transcript:AT5G19850.1	AT5G19850	1383
transcript:AT5G19855.2	AT5G19855	1409
transcript:AT5G19855.1	AT5G19855	1298
transcript:AT5G19860.1	AT5G19860	1207
transcript:AT5G19870.1	AT5G19870	1146
transcript:AT5G19875.1	AT5G19875	1098
transcript:AT5G19880.1	AT5G19880	1250
transcript:AT5G19890.1	AT5G19890	1372
transcript:AT5G19900.1	AT5G19900	2730
transcript:AT5G19900.2	AT5G19900	2873
transcript:AT5G19900.3	AT5G19900	3046
transcript:AT5G19900.4	AT5G19900	2410
transcript:AT5G19900.5	AT5G19900	2513
transcript:AT5G19910.1	AT5G19910	1184
transcript:AT5G19910.2	AT5G19910	1098
transcript:AT5G19920.1	AT5G19920	2612
transcript:AT5G19930.1	AT5G19930	1318
transcript:AT5G19930.2	AT5G19930	1368
transcript:AT5G19940.1	AT5G19940	1085
transcript:AT5G19940.2	AT5G19940	987
transcript:AT5G19950.1	AT5G19950	1789
transcript:AT5G19950.3	AT5G19950	1783
transcript:AT5G19950.2	AT5G19950	1747
transcript:AT5G19960.1	AT5G19960	1413
transcript:AT5G19960.2	AT5G19960	1087
transcript:AT5G19970.1	AT5G19970	2169
transcript:AT5G19970.2	AT5G19970	1830
transcript:AT5G19980.1	AT5G19980	1540
transcript:AT5G19990.1	AT5G19990	1838
transcript:AT5G19990.2	AT5G19990	2228
transcript:AT5G19990.3	AT5G19990	1821
transcript:AT5G20000.1	AT5G20000	1792
transcript:AT5G20010.1	AT5G20010	1519
transcript:AT5G20020.1	AT5G20020	1216
transcript:AT5G20030.2	AT5G20030	1635
transcript:AT5G20030.1	AT5G20030	1401
transcript:AT5G20040.1	AT5G20040	1820
transcript:AT5G20040.3	AT5G20040	1757
transcript:AT5G20040.2	AT5G20040	1570
transcript:AT5G20045.1	AT5G20045	781
transcript:AT5G20050.1	AT5G20050	1834
transcript:AT5G20060.1	AT5G20060	1192
transcript:AT5G20060.2	AT5G20060	1518
transcript:AT5G20060.4	AT5G20060	1099
transcript:AT5G20060.3	AT5G20060	1158
transcript:AT5G20070.1	AT5G20070	1562
transcript:AT5G20080.1	AT5G20080	1671
transcript:AT5G20090.1	AT5G20090	908
transcript:AT5G20090.4	AT5G20090	959
transcript:AT5G20090.2	AT5G20090	687
transcript:AT5G20090.3	AT5G20090	696
transcript:AT5G20100.1	AT5G20100	907
transcript:AT5G20110.1	AT5G20110	978
transcript:AT5G20110.2	AT5G20110	1315
transcript:AT5G20120.1	AT5G20120	1324
transcript:AT5G20120.2	AT5G20120	1413
transcript:AT5G20130.2	AT5G20130	733
transcript:AT5G20130.1	AT5G20130	853
transcript:AT5G20140.1	AT5G20140	1363
transcript:AT5G20140.2	AT5G20140	1416
transcript:AT5G20150.1	AT5G20150	1206
transcript:AT5G20160.1	AT5G20160	892
transcript:AT5G20160.2	AT5G20160	869
transcript:AT5G20160.3	AT5G20160	771
transcript:AT5G20165.2	AT5G20165	765
transcript:AT5G20165.1	AT5G20165	715
transcript:AT5G20165.4	AT5G20165	846
transcript:AT5G20165.3	AT5G20165	875
transcript:AT5G20170.1	AT5G20170	2331
transcript:AT5G20180.3	AT5G20180	820
transcript:AT5G20180.4	AT5G20180	842
transcript:AT5G20180.1	AT5G20180	676
transcript:AT5G20180.2	AT5G20180	666
transcript:AT5G20190.1	AT5G20190	1906
transcript:AT5G20200.1	AT5G20200	2660
transcript:AT5G20220.3	AT5G20220	1067
transcript:AT5G20220.4	AT5G20220	1496
transcript:AT5G20220.1	AT5G20220	1618
transcript:AT5G20220.2	AT5G20220	1529
transcript:AT5G20225.1	AT5G20225	1488
transcript:AT5G20225.2	AT5G20225	1091
transcript:AT5G20230.1	AT5G20230	1192
transcript:AT5G03115.1	AT5G03115	268
transcript:AT5G20240.1	AT5G20240	1233
transcript:AT5G20240.2	AT5G20240	1222
transcript:AT5G20250.1	AT5G20250	3011
transcript:AT5G20250.2	AT5G20250	2912
transcript:AT5G20250.3	AT5G20250	2846
transcript:AT5G20250.4	AT5G20250	2753
transcript:AT5G20260.1	AT5G20260	1475
transcript:AT5G20260.3	AT5G20260	1129
transcript:AT5G20260.2	AT5G20260	1432
transcript:AT5G20270.1	AT5G20270	1481
transcript:AT5G20280.1	AT5G20280	3654
transcript:AT5G20290.1	AT5G20290	1117
transcript:AT5G20300.1	AT5G20300	2770
transcript:AT5G20300.2	AT5G20300	3138
transcript:AT5G20300.4	AT5G20300	3236
transcript:AT5G20300.5	AT5G20300	2606
transcript:AT5G20300.3	AT5G20300	2654
transcript:AT5G20310.1	AT5G20310	1329
transcript:AT5G20320.1	AT5G20320	5666
transcript:AT5G20320.2	AT5G20320	5649
transcript:AT5G20320.3	AT5G20320	4816
transcript:AT5G20330.1	AT5G20330	1602
transcript:AT5G20340.1	AT5G20340	1140
transcript:AT5G20350.1	AT5G20350	2598
transcript:AT5G20360.2	AT5G20360	3219
transcript:AT5G20360.3	AT5G20360	2885
transcript:AT5G20360.1	AT5G20360	3378
transcript:AT5G20360.4	AT5G20360	3116
transcript:AT5G20360.5	AT5G20360	3385
transcript:AT5G20360.6	AT5G20360	3081
transcript:AT5G20360.7	AT5G20360	2996
transcript:AT5G20370.1	AT5G20370	697
transcript:AT5G20380.2	AT5G20380	2067
transcript:AT5G20380.1	AT5G20380	1942
transcript:AT5G20390.1	AT5G20390	1403
transcript:AT5G20400.1	AT5G20400	1357
transcript:AT5G20410.1	AT5G20410	1911
transcript:AT5G20420.1	AT5G20420	4214
transcript:AT5G20430.1	AT5G20430	517
transcript:AT5G20440.1	AT5G20440	691
transcript:AT5G20447.1	AT5G20447	99
transcript:AT5G20450.4	AT5G20450	2161
transcript:AT5G20450.5	AT5G20450	1662
transcript:AT5G20450.2	AT5G20450	2080
transcript:AT5G20450.6	AT5G20450	1965
transcript:AT5G20450.7	AT5G20450	1920
transcript:AT5G20450.8	AT5G20450	1834
transcript:AT5G20450.9	AT5G20450	1490
transcript:AT5G20450.3	AT5G20450	1809
transcript:AT5G20450.10	AT5G20450	1902
transcript:AT5G20450.1	AT5G20450	1440
transcript:AT5G20450.11	AT5G20450	1695
transcript:AT5G20450.12	AT5G20450	1380
transcript:AT5G20460.1	AT5G20460	153
transcript:AT5G20470.1	AT5G20470	1814
transcript:AT5G03125.1	AT5G03125	204
transcript:AT5G03135.1	AT5G03135	380
transcript:AT5G20480.1	AT5G20480	4122
transcript:AT5G20480.2	AT5G20480	4306
transcript:at5g03145	AT5G03145	442
transcript:ENSRNA049758103-T1	ENSRNA049758103	442
transcript:AT5G20490.2	AT5G20490	5594
transcript:AT5G20490.3	AT5G20490	5058
transcript:AT5G20490.1	AT5G20490	4593
transcript:AT5G03155.1	AT5G03155	216
transcript:AT5G20500.1	AT5G20500	826
transcript:AT5G03165.1	AT5G03165	386
transcript:AT5G20510.1	AT5G20510	1126
transcript:AT5G20510.2	AT5G20510	1004
transcript:AT5G20510.3	AT5G20510	635
transcript:AT5G03175.1	AT5G03175	520
transcript:AT5G03175.2	AT5G03175	616
transcript:AT5G20520.1	AT5G20520	1707
transcript:AT5G20540.1	AT5G20540	1587
transcript:AT5G20550.1	AT5G20550	1337
transcript:AT5G20560.1	AT5G20560	1156
transcript:AT5G20570.1	AT5G20570	806
transcript:AT5G20570.2	AT5G20570	764
transcript:AT5G20570.3	AT5G20570	746
transcript:AT5G20580.2	AT5G20580	1564
transcript:AT5G20580.1	AT5G20580	1421
transcript:AT5G20590.1	AT5G20590	1857
transcript:AT5G20590.2	AT5G20590	1217
transcript:AT5G20600.1	AT5G20600	1856
transcript:AT5G20610.1	AT5G20610	3862
transcript:AT5G20620.2	AT5G20620	1344
transcript:AT5G20620.1	AT5G20620	1508
transcript:AT5G20630.1	AT5G20630	1008
transcript:AT5G20635.1	AT5G20635	1309
transcript:AT5G20635.2	AT5G20635	1866
transcript:AT5G20640.1	AT5G20640	947
transcript:AT5G20650.1	AT5G20650	740
transcript:AT5G03185.1	AT5G03185	266
transcript:AT5G20660.1	AT5G20660	3147
transcript:AT5G20660.3	AT5G20660	3136
transcript:AT5G20660.4	AT5G20660	1196
transcript:AT5G20660.2	AT5G20660	1047
transcript:AT5G20670.1	AT5G20670	865
transcript:AT5G20680.2	AT5G20680	2401
transcript:AT5G20680.3	AT5G20680	2548
transcript:AT5G20680.4	AT5G20680	2917
transcript:AT5G20680.5	AT5G20680	2824
transcript:AT5G20680.1	AT5G20680	2385
transcript:AT5G20680.6	AT5G20680	1737
transcript:AT5G20690.1	AT5G20690	2204
transcript:AT5G20700.1	AT5G20700	1757
transcript:AT5G20710.1	AT5G20710	2821
transcript:AT5G20710.2	AT5G20710	2227
transcript:AT5G20720.1	AT5G20720	982
transcript:AT5G20720.4	AT5G20720	993
transcript:AT5G20720.2	AT5G20720	972
transcript:AT5G20720.3	AT5G20720	1150
transcript:AT5G03195.1	AT5G03195	304
transcript:AT5G20730.3	AT5G20730	4321
transcript:AT5G20730.2	AT5G20730	4429
transcript:AT5G20730.1	AT5G20730	4341
transcript:AT5G03205.1	AT5G03205	480
transcript:AT5G20740.1	AT5G20740	969
transcript:AT5G20740.2	AT5G20740	1139
transcript:AT5G20790.1	AT5G20790	1246
transcript:AT5G20790.2	AT5G20790	500
transcript:AT5G20810.1	AT5G20810	1262
transcript:AT5G20810.2	AT5G20810	1368
transcript:AT5G03215.1	AT5G03215	235
transcript:AT5G20820.1	AT5G20820	700
transcript:AT5G20830.1	AT5G20830	3490
transcript:AT5G20830.3	AT5G20830	2882
transcript:AT5G20830.2	AT5G20830	3082
transcript:at5g03225	AT5G03225	75
transcript:ENSRNA049758105-T1	ENSRNA049758105	75
transcript:AT5G20840.1	AT5G20840	3913
transcript:AT5G20850.1	AT5G20850	1402
transcript:AT5G20850.2	AT5G20850	1459
transcript:AT5G20852.1	AT5G20852	72
transcript:ENSRNA049492684-T1	ENSRNA049492684	72
transcript:AT5G20854.1	AT5G20854	72
transcript:ENSRNA049492683-T1	ENSRNA049492683	72
transcript:AT5G20856.1	AT5G20856	72
transcript:AT5G20858.1	AT5G20858	72
transcript:AT5G20860.2	AT5G20860	1925
